date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-07-24,24.0,24.55,22.99,22.38,132799.91,-1.15,-4.76,22.404,22.716,24.583,120054.0,135023.38,129589.61,4.55
2015-07-23,23.2,24.26,24.14,23.0,141147.69,1.68,7.48,22.03,22.978,25.0,112668.13,138161.35,127490.18,4.83
2015-07-22,21.24,22.5,22.5,21.24,123186.04,1.28,6.03,21.218,22.891,25.41,114165.21,136466.58,128089.32,4.22
2015-07-21,20.85,21.49,21.23,20.16,84652.19,0.09,0.43,21.138,23.142,25.87,106721.29,141600.12,131898.5,2.9
2015-07-20,21.1,21.49,21.16,20.1,118484.16,0.06,0.28,21.804,23.402,26.569,130555.22,149980.11,135657.18,4.06
2015-07-17,20.5,21.97,21.12,20.2,95870.55,1.05,5.23,23.028,23.815,27.23,149992.77,153160.61,138386.76,3.28
2015-07-16,19.98,22.3,20.08,19.89,148633.12,-2.02,-9.14,23.926,24.4,27.867,163654.57,154537.76,147044.89,5.09
2015-07-15,22.78,23.04,22.1,22.1,85966.42,-2.46,-10.02,24.564,25.197,28.53,158767.95,149753.04,149835.16,2.94
2015-07-14,26.4,26.99,24.56,24.56,203821.83,-2.73,-10.0,25.146,25.706,28.94,176478.95,149835.97,154530.24,6.98
2015-07-13,25.63,27.9,27.28,25.63,215671.91,1.67,6.52,25.0,26.057,29.122,169405.01,137084.82,151303.74,7.38
2015-07-10,22.2,25.61,25.61,22.1,164179.59,2.33,10.01,24.602,26.449,29.108,156328.46,124155.83,144964.95,5.62
2015-07-01,25.0,25.8,23.27,22.8,124199.99,-1.74,-6.96,24.874,27.021,29.198,145420.94,116819.01,142739.0,4.25
2015-06-30,23.82,25.13,25.01,21.44,174521.44,1.19,5.0,25.83,27.929,29.447,140738.14,119712.07,142160.16,5.97
2015-06-29,26.5,26.98,23.83,22.82,168452.12,-1.45,-5.74,26.266,28.597,29.555,123192.98,122196.88,138338.64,5.77
2015-06-26,27.0,27.5,25.29,24.27,150289.14,-1.68,-6.23,27.114,29.735,29.653,104764.62,121334.25,136335.98,5.14
2015-06-25,28.0,28.5,26.97,26.0,109642.01,-1.07,-3.82,28.296,30.645,29.653,91983.2,123612.91,137939.84,3.75
2015-06-24,27.6,28.5,28.05,27.48,100785.98,0.87,3.2,29.168,31.333,29.708,88217.07,139552.02,141688.41,3.45
2015-06-23,26.8,28.8,27.19,25.31,86795.67,-0.88,-3.13,30.028,31.862,29.788,98686.0,149917.27,146559.61,2.97
2015-06-19,30.98,30.98,28.07,28.07,76310.31,-3.12,-10.0,30.928,32.174,29.925,121200.77,159224.51,149810.81,2.61
2015-06-18,30.94,32.89,31.2,30.38,86382.05,-0.12,-0.38,32.356,32.186,29.998,137903.89,165522.67,156464.42,2.96
2015-06-17,31.45,32.2,31.33,29.8,90811.36,-1.03,-3.18,32.994,31.766,29.849,155242.62,165774.07,158204.82,3.11
2015-06-16,30.48,33.48,32.35,29.61,153130.61,0.66,2.08,33.498,31.375,29.565,190886.97,168659.0,161871.41,5.24
2015-06-15,34.99,34.99,31.69,31.69,199369.53,-3.52,-10.0,33.696,30.964,29.114,201148.55,164608.26,158362.17,6.82
2015-06-12,34.69,35.98,35.21,34.01,159825.88,0.82,2.38,33.42,30.513,28.683,197248.25,154480.41,153888.0,5.47
2015-06-11,33.17,34.98,34.39,32.51,173075.73,0.54,1.59,32.016,29.572,28.036,193141.45,151337.71,151428.57,5.92
2015-06-10,34.1,36.35,33.85,32.23,269033.12,0.51,1.53,30.538,28.66,27.424,176305.53,152266.76,149078.5,9.21
2015-06-09,30.46,33.34,33.34,30.46,204438.47,3.03,10.0,29.252,28.082,26.77,146431.02,143824.79,139248.67,7.0
2015-06-08,28.4,30.9,30.31,28.4,179868.05,2.12,7.52,28.232,27.714,26.164,128067.98,143201.95,133185.54,6.16
2015-06-05,27.37,28.35,28.19,27.37,139291.88,1.19,4.41,27.606,27.675,25.677,111712.57,140397.1,128138.18,4.77
2015-06-04,27.42,27.55,27.0,25.0,88896.11,-0.42,-1.53,27.128,27.81,25.268,109533.97,147406.17,125636.02,3.04
2015-06-03,28.25,28.5,27.42,26.62,119660.61,-0.82,-2.9,26.782,27.932,24.858,128227.99,150635.57,124643.79,4.1
2015-06-02,27.5,28.59,28.24,27.4,112623.23,1.06,3.9,26.912,27.755,24.46,141218.55,155083.83,122956.92,3.86
2015-06-01,25.86,27.79,27.18,25.86,98091.02,1.38,5.35,27.196,27.263,24.085,158335.93,152116.08,121744.71,3.36
2015-05-29,25.5,26.58,25.8,23.7,128398.88,0.53,2.1,27.744,26.852,23.838,169081.63,153295.6,119753.75,4.4
2015-05-28,27.95,27.95,25.27,25.26,182366.2,-2.8,-9.97,28.492,26.5,23.673,185278.38,151519.43,117932.57,6.24
2015-05-27,29.66,29.66,28.07,27.95,184613.42,-1.59,-5.36,29.082,26.187,23.514,173043.16,145890.24,112643.52,6.32
2015-05-26,29.92,30.3,29.66,28.7,198210.12,-0.26,-0.87,28.598,25.458,23.198,168949.11,134672.56,108947.78,6.78
2015-05-25,29.3,30.3,29.92,28.1,151819.52,0.38,1.29,27.33,24.613,22.861,145896.23,123169.14,107003.53,5.2
2015-05-22,29.87,30.99,29.54,28.53,209382.62,1.32,4.68,25.96,23.679,22.44,137509.57,115879.26,104078.16,7.17
2015-05-21,27.5,28.22,28.22,26.5,121190.11,2.57,10.02,24.508,22.725,22.053,117760.48,103865.87,98766.2,4.15
2015-05-20,24.1,25.65,25.65,24.1,164143.16,2.33,9.99,23.292,21.784,21.733,118737.32,98652.0,99743.64,5.62
2015-05-19,23.68,23.69,23.32,22.47,82945.73,0.25,1.08,22.318,21.166,21.536,100396.01,90830.02,97087.92,2.84
2015-05-18,22.28,24.45,23.07,22.08,109886.22,0.79,3.55,21.896,20.906,21.434,100442.05,91373.34,101965.14,3.76
2015-05-15,22.35,22.51,22.28,21.57,110637.16,0.14,0.63,21.398,20.824,21.383,94248.95,86211.91,106809.49,3.79
2015-05-14,20.84,22.59,22.14,20.72,126074.32,1.36,6.54,20.942,20.845,21.418,89971.27,84345.72,112331.15,4.32
2015-05-13,21.21,21.21,20.78,20.7,72436.6,-0.43,-2.03,20.276,20.84,21.53,78566.68,79396.81,118543.01,2.48
2015-05-12,20.78,21.47,21.21,20.4,83175.93,0.63,3.06,20.014,20.937,21.653,81264.03,83223.0,122655.85,2.85
2015-05-11,20.31,20.84,20.58,20.15,78920.74,0.58,2.9,19.916,21.108,21.649,82304.64,90837.92,127088.19,2.7
2015-05-08,19.1,20.18,20.0,19.1,89248.75,1.19,6.33,20.25,21.2,21.591,78174.86,92277.06,128790.26,3.05
2015-05-07,19.56,19.6,18.81,18.59,69051.38,-0.66,-3.39,20.748,21.381,21.572,78720.17,93666.53,133483.77,2.36
2015-05-06,20.85,21.0,19.47,19.25,85923.34,-1.25,-6.03,21.404,21.682,21.553,80226.93,100835.28,137917.5,2.94
2015-05-05,22.41,22.48,20.72,20.33,88378.98,-1.53,-6.88,21.86,21.906,21.456,85181.97,103345.82,139744.93,3.03
2015-05-04,22.2,22.55,22.25,21.83,58271.87,-0.24,-1.07,22.3,21.961,21.253,99371.2,112556.94,139924.12,1.99
2015-04-30,22.2,22.8,22.49,22.2,91975.28,0.4,1.81,22.15,21.942,20.963,106379.26,127407.07,140327.35,3.15
2015-04-29,21.73,22.54,22.09,21.02,76585.19,0.34,1.56,22.014,21.99,20.653,108612.9,140316.57,139159.05,2.62
2015-04-28,22.93,23.1,21.75,21.47,110698.53,-1.17,-5.11,21.96,22.219,20.357,121443.63,157689.21,139553.18,3.79
2015-04-27,22.56,23.65,22.92,22.56,159325.12,1.42,6.61,21.952,22.368,20.09,121509.68,162088.7,138272.77,5.45
2015-04-24,21.82,21.82,21.5,21.0,93312.18,-0.31,-1.42,21.622,22.189,19.733,125742.68,163338.46,136324.12,3.19
2015-04-23,22.0,22.4,21.81,21.72,103143.46,-0.01,-0.05,21.734,21.982,19.404,148434.88,165303.46,135902.4,3.53
2015-04-22,21.9,22.3,21.82,21.58,140738.84,0.11,0.51,21.966,21.763,19.079,172020.25,173301.02,135603.95,4.82
2015-04-21,21.0,21.97,21.71,20.8,111028.8,0.44,2.07,22.478,21.423,18.772,193934.8,174999.73,136236.51,3.8
2015-04-20,21.7,22.78,21.27,20.24,180490.12,-0.79,-3.58,22.784,21.006,18.455,202667.73,176144.03,135158.14,6.18
2015-04-17,22.6,23.97,22.06,21.8,206773.17,-0.91,-3.96,22.756,20.545,18.159,200934.24,167291.31,129973.64,7.08
2015-04-16,24.63,25.21,22.97,21.94,221070.31,-1.41,-5.78,22.23,19.983,17.825,182172.04,153247.63,124317.19,7.57
2015-04-15,23.45,25.56,24.38,23.4,250311.59,1.14,4.91,21.56,19.315,17.442,174581.78,138001.54,119340.61,8.57
2015-04-14,21.45,23.24,23.24,21.45,154693.44,2.11,9.99,20.368,18.494,16.982,156064.66,121417.14,114763.57,5.3
2015-04-13,19.6,21.3,21.13,19.5,171822.69,1.7,8.75,19.228,17.812,16.563,149620.34,114456.84,111752.31,5.88
2015-04-10,19.55,19.89,19.43,19.2,112962.15,-0.19,-0.97,18.334,17.276,16.23,133648.38,109309.78,106228.29,3.87
2015-04-09,18.28,19.89,19.62,18.02,183119.05,1.2,6.51,17.736,16.826,15.964,124323.21,106501.34,104829.1,6.27
2015-04-08,17.6,18.53,18.42,17.6,157725.97,0.88,5.02,17.07,16.394,15.698,101421.29,97906.88,101658.57,5.4
2015-04-07,16.54,17.98,17.54,16.5,122471.85,0.88,5.28,16.62,16.12,15.51,86769.62,97473.29,98832.94,4.19
2015-04-03,16.44,16.77,16.66,16.25,91962.88,0.22,1.34,16.396,15.904,15.348,79293.34,94172.24,99956.63,3.15
2015-04-02,16.21,16.5,16.44,16.21,66336.32,0.15,0.92,16.218,15.772,15.229,84971.19,92655.96,104350.08,2.27
2015-04-01,16.18,16.48,16.29,16.0,68609.42,0.12,0.74,15.916,15.666,15.065,88679.47,95386.75,105692.28,2.35
2015-03-31,16.78,16.88,16.17,16.07,84467.62,-0.25,-1.52,15.718,15.568,14.896,94392.47,100679.68,105615.58,2.89
2015-03-30,15.99,16.63,16.42,15.99,85090.45,0.65,4.12,15.62,15.469,14.722,108176.96,108109.99,108345.78,2.91
2015-03-27,14.9,15.86,15.77,14.9,120352.13,0.84,5.63,15.412,15.314,14.527,109051.14,109047.78,108905.84,4.12
2015-03-26,15.14,15.35,14.93,14.91,84877.75,-0.37,-2.42,15.326,15.184,14.349,100340.74,103146.79,104657.89,2.91
2015-03-25,15.97,15.97,15.3,15.18,97174.4,-0.38,-2.42,15.416,15.102,14.209,102094.02,103156.85,101713.53,3.33
2015-03-24,15.38,16.16,15.68,15.28,153390.08,0.3,1.95,15.418,15.002,14.048,106966.89,105410.25,98528.56,5.25
2015-03-23,15.34,15.56,15.38,15.25,89461.32,0.04,0.26,15.318,14.899,13.875,108043.02,100192.6,92631.7,3.06
2015-03-20,15.38,15.48,15.34,15.18,76800.13,-0.04,-0.26,15.216,14.792,13.712,109044.42,105741.03,89796.14,2.63
2015-03-19,15.2,15.64,15.38,15.11,93644.19,0.07,0.46,15.042,14.686,13.55,105952.84,116044.19,88367.88,3.21
2015-03-18,15.18,15.66,15.31,15.02,121538.71,0.13,0.86,14.788,14.464,13.37,104219.67,115997.81,84553.23,4.16
2015-03-17,14.9,15.44,15.18,14.63,158770.77,0.31,2.08,14.586,14.223,13.192,103853.62,110551.48,79375.68,5.43
2015-03-16,14.52,15.05,14.87,14.51,94468.3,0.4,2.76,14.48,13.975,13.008,92342.17,108581.56,72606.05,3.23
2015-03-13,14.13,14.5,14.47,14.08,61342.22,0.36,2.55,14.368,13.74,12.838,102437.64,108763.91,69166.69,2.1
2015-03-12,14.11,14.8,14.11,13.95,84978.37,-0.19,-1.33,14.33,13.513,12.704,126135.54,106168.99,67492.94,2.91
2015-03-11,14.8,15.08,14.3,14.14,119708.43,-0.35,-2.39,14.14,13.315,12.591,127775.94,100270.22,64628.29,4.1
2015-03-10,14.2,14.8,14.65,14.01,101213.51,0.34,2.38,13.86,13.094,12.475,117249.34,91646.87,60215.63,3.46
2015-03-09,14.14,14.85,14.31,13.8,144945.66,0.03,0.21,13.47,12.851,12.345,124820.96,85070.82,56606.5,4.96
2015-03-06,13.17,14.48,14.28,13.13,179831.72,1.12,8.51,13.112,12.632,12.228,115090.18,73851.25,51405.4,6.16
2015-03-05,12.88,13.45,13.16,12.87,93180.39,0.26,2.02,12.696,12.413,12.117,86202.44,60691.57,46590.69,3.19
2015-03-04,12.8,12.92,12.9,12.61,67075.44,0.2,1.57,12.49,12.275,12.089,72764.49,53108.66,47809.82,2.3
2015-03-03,12.52,13.06,12.7,12.52,139071.61,0.18,1.44,12.328,12.161,12.052,66044.39,48199.88,46658.3,4.76
2015-03-02,12.25,12.67,12.52,12.2,96291.73,0.32,2.62,12.232,12.041,12.033,45320.67,36630.54,44359.55,3.3
2015-02-27,12.06,12.22,12.2,12.06,35393.05,0.07,0.58,12.152,11.936,12.035,32612.32,29569.46,46043.69,1.21
2015-02-26,12.09,12.18,12.13,12.0,25990.64,0.04,0.33,12.13,11.894,12.05,35180.69,28816.89,51364.54,0.89
2015-02-25,12.22,12.36,12.09,12.07,33474.9,-0.13,-1.06,12.06,11.866,12.057,33452.83,28986.36,56014.9,1.15
2015-02-17,12.18,12.25,12.22,12.13,35453.01,0.1,0.82,11.994,11.856,12.063,30355.38,28784.39,60576.15,1.21
2015-02-16,12.09,12.23,12.12,12.05,32750.02,0.03,0.25,11.85,11.838,12.007,27940.42,28142.19,60119.15,1.12
2015-02-13,11.88,12.28,12.09,11.8,48234.86,0.31,2.63,11.72,11.823,11.941,26526.6,28959.54,60316.1,1.65
2015-02-12,11.8,11.84,11.78,11.72,17351.35,0.02,0.17,11.658,11.82,11.903,22453.08,32489.81,60058.76,0.59
2015-02-11,11.58,11.82,11.76,11.51,17987.68,0.26,2.26,11.672,11.902,11.862,24519.9,42510.98,60096.82,0.62
2015-02-10,11.47,11.63,11.5,11.4,23378.19,0.03,0.26,11.718,11.943,11.823,27213.39,45116.72,60181.09,0.8
2015-02-09,11.77,11.77,11.47,11.42,25680.93,-0.31,-2.63,11.826,12.024,11.798,28343.97,52088.56,59997.78,0.88
2015-02-06,11.85,12.0,11.78,11.76,27867.27,-0.07,-0.59,11.926,12.134,11.77,31392.48,62517.93,60150.65,0.95
2015-02-05,12.15,12.15,11.85,11.83,27685.43,-0.14,-1.17,11.982,12.206,11.743,42526.53,73912.19,60999.86,0.95
2015-02-04,12.05,12.15,11.99,11.92,31455.14,-0.05,-0.41,12.132,12.248,11.734,60502.06,83043.44,62457.87,1.08
2015-02-03,11.99,12.2,12.04,11.96,29031.06,0.07,0.58,12.168,12.27,11.73,63020.05,92367.92,65219.19,0.99
2015-02-02,11.8,12.15,11.97,11.66,40923.5,-0.09,-0.75,12.222,12.176,11.709,75833.16,92096.1,66727.63,1.4
2015-01-30,12.4,12.49,12.06,12.0,83537.52,-0.54,-4.29,12.342,12.058,11.673,93643.37,91672.65,67000.63,2.86
2015-01-29,12.19,12.85,12.6,12.18,117563.07,0.43,3.53,12.43,11.986,11.626,105297.84,87627.71,64685.47,4.02
2015-01-28,12.15,12.4,12.17,12.13,44045.12,-0.14,-1.14,12.364,11.822,11.542,105584.81,77682.67,61094.79,1.51
2015-01-27,12.63,12.67,12.31,12.11,93096.57,-0.26,-2.07,12.372,11.702,11.484,121715.79,75245.47,63177.77,3.19
2015-01-26,12.68,12.95,12.57,12.29,129974.57,0.07,0.56,12.13,11.572,11.442,108359.05,67907.01,62431.53,4.45
2015-01-23,12.1,13.08,12.5,12.07,141809.89,0.23,1.87,11.774,11.406,11.385,89701.93,57783.37,59224.65,4.85
2015-01-22,12.17,12.29,12.27,11.85,118997.92,0.06,0.49,11.542,11.279,11.314,69957.57,48087.53,54731.77,4.07
2015-01-21,11.07,12.21,12.21,11.07,124699.99,1.11,10.0,11.28,11.219,11.235,49780.52,41872.31,51750.19,4.27
2015-01-20,10.97,11.13,11.1,10.9,26312.86,0.31,2.87,11.032,11.19,11.173,28775.14,38070.45,50735.75,0.9
2015-01-19,11.02,11.28,10.79,10.55,36689.0,-0.55,-4.85,11.014,11.241,11.227,27454.97,41359.16,54894.51,1.26
2015-01-16,11.09,11.49,11.34,11.08,43088.08,0.38,3.47,11.038,11.288,11.323,25864.8,42328.62,62072.27,1.47
2015-01-15,10.87,11.01,10.96,10.8,18112.66,-0.01,-0.09,11.016,11.266,11.428,26217.5,41743.24,71608.44,0.62
2015-01-14,11.0,11.13,10.97,10.89,19673.11,-0.04,-0.36,11.158,11.262,11.514,33964.11,44506.92,79254.91,0.67
2015-01-13,10.93,11.03,11.01,10.89,19711.99,0.1,0.92,11.348,11.265,11.585,47365.76,51110.07,87249.09,0.67
2015-01-12,11.08,11.18,10.91,10.81,28738.16,-0.32,-2.85,11.468,11.312,11.648,55263.35,56956.05,109282.42,0.98
2015-01-09,11.68,11.71,11.23,11.19,44851.56,-0.44,-3.77,11.538,11.363,11.682,58792.43,60665.93,107924.27,1.54
2015-01-08,11.7,11.92,11.67,11.64,56845.71,-0.25,-2.1,11.516,11.349,11.647,57268.99,61376.0,105823.5,1.95
2015-01-07,11.58,11.99,11.92,11.48,86681.38,0.31,2.67,11.366,11.251,11.543,55049.74,61628.07,103010.58,2.97
2015-01-06,11.13,11.66,11.61,11.03,59199.93,0.35,3.11,11.182,11.155,11.382,54854.38,63401.05,98686.98,2.03
2015-01-05,11.16,11.39,11.26,10.89,46383.57,0.14,1.26,11.156,11.212,11.198,58648.75,68429.87,97141.81,1.59
2014-12-31,10.93,11.26,11.12,10.93,37234.34,0.2,1.83,11.188,11.358,11.028,62539.43,81815.93,95814.04,1.27
2014-12-30,11.04,11.13,10.92,10.7,45749.46,-0.08,-0.73,11.182,11.589,10.853,65483.02,101473.63,95567.16,1.57
2014-12-29,11.48,11.58,11.0,10.96,85704.61,-0.48,-4.18,11.136,11.765,10.702,68206.41,114002.91,94826.08,2.93
2014-12-26,11.4,11.79,11.48,11.28,78171.76,0.06,0.53,11.128,11.904,10.557,71947.71,123388.12,92486.12,2.68
2014-12-25,11.13,11.64,11.42,10.97,65836.99,0.33,2.98,11.268,11.983,10.402,78210.99,161608.79,90286.5,2.25
2014-12-24,10.99,11.19,11.09,10.86,51952.29,0.4,3.74,11.528,12.0,10.257,101092.43,155182.6,89826.33,1.78
2014-12-23,10.8,11.4,10.69,10.66,59366.41,-0.27,-2.46,11.996,11.945,10.128,137464.25,150270.99,90567.59,2.03
2014-12-22,12.18,12.25,10.96,10.96,104411.12,-1.22,-10.02,12.394,11.834,10.042,159799.4,144393.09,90933.8,3.57
2014-12-19,12.59,12.72,12.18,12.02,109488.12,-0.54,-4.25,12.68,11.609,9.953,174828.52,133972.91,88052.95,3.75
2014-12-18,12.98,13.28,12.72,12.6,180244.2,-0.71,-5.29,12.698,11.183,9.801,245006.6,125853.76,84792.29,6.17
2014-12-17,12.64,13.6,13.43,12.32,233811.38,0.75,5.92,12.472,10.698,9.618,209272.78,109812.15,78913.07,8.0
2014-12-16,12.22,12.88,12.68,12.22,171042.19,0.29,2.34,11.894,10.116,9.419,163077.74,89660.69,69987.88,5.85
2014-12-15,12.61,12.9,12.39,12.13,179556.72,0.12,0.98,11.274,9.639,9.262,128986.78,75649.25,66100.99,6.15
2014-12-12,12.75,12.75,12.27,12.0,460378.5,0.68,5.87,10.538,9.21,9.102,93117.3,61584.12,60976.39,15.76
2014-12-11,11.59,11.59,11.59,11.59,1575.09,1.05,9.96,9.668,8.82,8.941,6700.91,18964.2,42545.13,0.05
2014-12-10,10.54,10.54,10.54,10.54,2836.21,0.96,10.02,8.924,8.513,8.799,10351.52,24470.06,45312.29,0.1
2014-12-09,9.58,9.58,9.58,9.58,587.37,0.87,9.99,8.338,8.31,8.706,16243.63,30864.18,48724.24,0.02
2014-12-08,8.71,8.71,8.71,8.71,209.31,0.79,9.97,8.004,8.25,8.655,22311.71,37474.5,50867.73,0.01
2014-04-30,7.79,7.99,7.92,7.76,28296.59,0.05,0.64,7.882,8.296,8.644,30050.94,42132.98,53929.38,0.97
2014-04-29,7.74,7.88,7.87,7.63,19828.12,0.26,3.42,7.972,8.418,8.683,31227.49,43730.83,56855.28,0.68
2014-04-28,7.82,7.88,7.61,7.55,32296.78,-0.3,-3.79,8.102,8.538,8.72,38588.6,48013.99,62814.3,1.11
2014-04-25,8.1,8.28,7.91,7.86,30927.76,-0.19,-2.35,8.282,8.721,8.817,45484.72,50315.07,71038.75,1.06
2014-04-24,8.35,8.38,8.1,8.06,38905.45,-0.27,-3.23,8.496,8.885,8.864,52637.29,56552.73,74483.01,1.33
2014-04-23,8.49,8.59,8.37,8.32,34179.33,-0.15,-1.76,8.71,8.994,8.895,54215.03,60368.67,78318.9,1.17
2014-04-22,8.46,8.62,8.52,8.26,56633.66,0.01,0.12,8.864,9.062,8.929,56234.18,66126.06,87568.08,1.94
2014-04-21,8.95,9.11,8.51,8.5,66777.41,-0.47,-5.23,8.974,9.084,8.924,57439.38,66154.52,88903.13,2.29
2014-04-18,9.09,9.11,8.98,8.81,66690.6,-0.19,-2.07,9.16,9.102,8.916,55145.41,66584.29,90129.57,2.28
2014-04-17,9.24,9.29,9.17,9.05,46794.13,0.03,0.33,9.274,9.059,8.854,60468.17,64260.96,88535.15,1.6
2014-04-16,9.03,9.25,9.14,8.98,44275.08,0.07,0.77,9.278,8.992,8.8,66522.3,65725.77,88268.76,1.52
2014-04-15,9.38,9.38,9.07,9.04,62659.66,-0.37,-3.92,9.26,8.948,8.744,76017.94,69979.72,89118.88,2.14
2014-04-14,9.55,9.59,9.44,9.23,55307.58,-0.11,-1.15,9.194,8.901,8.687,74869.67,77614.61,88714.51,1.89
2014-04-11,9.14,9.58,9.55,9.08,93304.41,0.36,3.92,9.044,8.913,8.601,78023.18,91762.43,87635.98,3.19
2014-04-10,9.0,9.39,9.19,8.98,77064.79,0.14,1.55,8.844,8.843,8.511,68053.76,92413.29,84804.33,2.64
2014-04-09,8.76,9.16,9.05,8.69,91753.24,0.31,3.55,8.706,8.795,8.446,64929.24,96269.13,83119.34,3.14
2014-04-08,8.62,8.85,8.74,8.59,56918.33,0.05,0.57,8.636,8.795,8.377,63941.51,109010.1,80888.01,1.95
2014-04-04,8.55,8.87,8.69,8.5,71075.11,0.14,1.64,8.608,8.764,8.317,80359.56,111651.73,80851.96,2.43
2014-04-03,8.55,8.6,8.55,8.36,43457.31,0.05,0.59,8.782,8.729,8.285,105501.68,113674.84,81372.77,1.49
2014-04-02,8.65,8.7,8.5,8.41,61442.22,-0.2,-2.3,8.842,8.649,8.254,116772.82,112809.35,82328.96,2.1
2014-04-01,8.44,8.71,8.7,8.22,86814.6,0.1,1.16,8.884,8.608,8.222,127609.02,110811.74,84275.52,2.97
2014-03-31,9.3,9.36,8.6,8.6,139008.55,-0.96,-10.04,8.954,8.539,8.202,154078.68,108258.03,85782.54,4.76
2014-03-28,8.95,9.74,9.56,8.88,196785.72,0.71,8.02,8.92,8.472,8.196,142943.91,99814.41,88443.77,6.74
2014-03-27,8.68,9.1,8.85,8.65,99812.99,0.14,1.61,8.676,8.289,8.114,121848.0,83509.53,81833.55,3.42
2014-03-26,8.84,8.85,8.71,8.65,115623.24,-0.34,-3.76,8.456,8.178,8.063,108845.88,77195.37,83254.44,3.96
2014-03-25,8.55,9.27,9.05,8.52,219162.91,0.62,7.36,8.332,8.097,8.031,94014.46,69969.56,84767.42,7.5
2014-03-24,8.3,8.56,8.43,8.25,83334.67,0.09,1.08,8.124,7.959,7.945,62437.38,52765.92,79808.17,2.85
2014-03-21,7.74,8.53,8.34,7.65,91306.21,0.59,7.61,8.024,7.869,7.901,56684.92,50052.19,79657.26,3.13
2014-03-20,8.07,8.12,7.75,7.71,34802.35,-0.34,-4.2,7.902,7.84,7.838,45171.06,49070.7,76455.61,1.19
2014-03-19,7.89,8.14,8.09,7.81,41466.17,0.08,1.0,7.9,7.859,7.806,45544.87,51848.57,76680.58,1.42
2014-03-18,7.89,8.24,8.01,7.86,61277.5,0.08,1.01,7.862,7.836,7.773,45924.65,57739.3,76498.94,2.1
2014-03-17,7.7,7.94,7.93,7.53,54572.36,0.2,2.59,7.794,7.865,7.746,43094.46,63307.04,75986.85,1.87
2014-03-14,7.85,7.94,7.73,7.59,33736.93,-0.01,-0.13,7.714,7.92,7.716,43419.46,77073.14,75339.09,1.15
2014-03-13,7.8,7.88,7.74,7.62,36671.38,-0.16,-2.02,7.778,7.939,7.693,52970.33,80157.57,75491.88,1.26
2014-03-12,7.74,7.98,7.9,7.67,43365.1,0.23,3.0,7.818,7.947,7.669,58152.27,89313.5,77404.38,1.48
2014-03-11,7.59,7.92,7.67,7.45,47126.51,0.14,1.86,7.81,7.964,7.627,69553.95,99565.29,76484.62,1.61
2014-03-10,7.89,8.04,7.53,7.5,56197.36,-0.52,-6.46,7.936,7.931,7.596,83519.63,106850.42,75881.59,1.92
2014-03-07,7.88,8.28,8.05,7.83,81491.3,0.11,1.39,8.126,7.932,7.571,110726.81,109262.33,74888.9,2.79
2014-03-06,7.78,8.02,7.94,7.73,62581.06,0.08,1.02,8.1,7.835,7.51,107344.81,103840.52,72192.88,2.14
2014-03-05,8.27,8.34,7.86,7.79,100373.53,-0.44,-5.3,8.076,7.753,7.448,120474.73,101512.58,70420.7,3.44
2014-03-04,8.35,8.45,8.3,8.16,116954.91,-0.18,-2.12,8.118,7.71,7.387,129576.62,95258.58,66269.82,4.0
2014-03-03,8.06,8.71,8.48,8.0,192233.27,0.56,7.07,7.926,7.627,7.302,130181.22,88666.65,61706.97,6.58
2014-02-28,7.84,8.03,7.92,7.73,64581.29,0.1,1.28,7.738,7.511,7.212,107797.84,73605.04,53906.58,2.21
2014-02-27,8.07,8.2,7.82,7.74,128230.65,-0.25,-3.1,7.57,7.447,7.14,100336.22,70826.2,51617.73,4.39
2014-02-26,7.31,8.07,8.07,7.11,145883.0,0.73,9.95,7.43,7.39,7.073,82550.44,65495.26,46251.31,4.99
2014-02-25,7.52,7.95,7.34,7.26,119977.87,-0.2,-2.65,7.302,7.289,6.99,60940.54,53403.94,40229.56,4.11
2014-02-24,7.1,7.55,7.54,7.07,80316.38,0.46,6.5,7.328,7.26,6.938,47152.08,44912.75,35063.68,2.75
2014-02-21,7.14,7.22,7.08,6.96,27273.21,-0.04,-0.56,7.284,7.209,6.867,39412.24,40515.46,31570.33,0.93
2014-02-20,7.42,7.52,7.12,7.1,39301.73,-0.31,-4.17,7.324,7.185,6.82,41316.17,40545.24,31150.1,1.35
2014-02-19,7.38,7.53,7.43,7.35,37833.49,-0.04,-0.54,7.35,7.143,6.778,48440.07,39328.82,30206.82,1.3
2014-02-18,7.3,7.65,7.47,7.23,51035.59,0.15,2.05,7.276,7.063,6.719,45867.35,37281.06,29012.85,1.75
2014-02-17,7.38,7.42,7.32,7.25,41617.19,0.04,0.55,7.192,6.976,6.658,42673.42,34747.3,27296.95,1.42
2014-02-14,7.21,7.33,7.28,7.13,36792.84,0.03,0.41,7.134,6.913,6.595,41618.69,34208.11,25921.66,1.26
2014-02-13,7.05,7.48,7.25,7.01,74921.26,0.19,2.69,7.046,6.833,6.536,39774.32,32409.27,25358.74,2.56
2014-02-12,7.06,7.08,7.06,6.98,24969.86,0.01,0.14,6.936,6.755,6.476,30217.56,27007.37,22402.79,0.85
2014-02-11,7.01,7.22,7.05,7.0,35065.94,0.02,0.28,6.85,6.691,6.428,28694.77,27055.18,22272.56,1.2
